segment_id,frame_id,host_ns,analysis_time_s,valid,corner_count,centroid_x_px,centroid_y_px,shift_x_px,shift_y_px,rotation_deg,residual_px,scale,r_rms_px,quality,mm_per_pixel,mean_brightness,blur_variance,drop_before
pretest-J1-a0p01-d+1-r01-move-to,1690,2555932254309800,1.467141,1,88,239.5056,179.1718,-0.0576,-0.6289,-0.04802,0.0960,1.0000801,62.4861,0.8871,0.187417,131.897,488.468,0
pretest-J1-a0p01-d+1-r01-move-to,1691,2555932261872380,1.474703,1,88,239.5427,179.5275,-0.0205,-0.2732,-0.02631,0.0433,1.0000049,62.4814,0.9473,0.187417,131.892,443.120,0
pretest-J1-a0p01-d+1-r01-move-to,1692,2555932269434960,1.482266,1,88,239.5211,180.4179,-0.0421,0.6172,-0.04559,0.0800,1.0000074,62.4816,0.9048,0.187417,131.910,389.017,0
pretest-J1-a0p01-d+1-r02-move-to,1693,2555932276997540,0.000000,1,88,239.5114,180.5285,0.0466,0.6798,0.00158,0.0000,0.9999988,62.4782,1.0000,0.187423,131.901,572.445,0
pretest-J1-a0p01-d+1-r02-move-to,1694,2555932284560120,0.007563,1,88,239.4589,179.4867,-0.0059,-0.3620,-0.00667,0.0685,1.0000615,62.4821,0.9181,0.187423,131.902,553.103,0
pretest-J1-a0p01-d+1-r02-move-to,1695,2555932292122700,0.015125,1,88,239.4663,180.5131,0.0015,0.6644,0.00575,0.0338,1.0000133,62.4791,0.9586,0.187423,131.917,587.606,0
pretest-J1-a0p01-d+1-r02-move-to,1696,2555932299685280,0.022688,1,88,240.4800,180.4665,1.0152,0.6178,0.00044,0.0661,1.0000743,62.4829,0.9209,0.187423,131.894,525.991,0
pretest-J1-a0p01-d+1-r02-move-to,1697,2555932307247860,0.030250,1,88,239.5164,178.5392,0.0516,-1.3095,0.00638,0.0476,0.9999443,62.4748,0.9424,0.187423,131.899,467.484,0
pretest-J1-a0p01-d+1-r02-move-to,1698,2555932314810440,0.037813,1,88,239.5200,179.5314,0.0552,-0.3173,0.01010,0.0704,1.0000101,62.4789,0.9157,0.187423,131.888,479.637,0
pretest-J1-a0p01-d+1-r02-move-to,1699,2555932322373020,0.045375,1,88,239.5006,178.5238,0.0358,-1.3248,0.00544,0.0515,0.9999626,62.4759,0.9377,0.187423,131.888,642.624,0
pretest-J1-a0p01-d+1-r02-move-to,1700,2555932329935600,0.052938,1,88,238.5507,179.5523,-0.9141,-0.2964,0.01265,0.0868,0.9999656,62.4762,0.8972,0.187423,131.909,376.320,0
pretest-J1-a0p01-d+1-r02-move-to,1701,2555932337498180,0.060501,1,88,239.4938,180.4654,0.0290,0.6167,0.00051,0.0327,1.0000410,62.4808,0.9601,0.187423,131.896,570.954,0
pretest-J1-a0p01-d+1-r02-move-to,1702,2555932345060760,0.068063,1,88,239.5082,180.5231,0.0434,0.6744,0.00001,0.0331,1.0000170,62.4793,0.9595,0.187423,131.914,598.707,0
pretest-J1-a0p01-d+1-r02-move-to,1703,2555932352623340,0.075626,1,88,239.5095,180.5199,0.0447,0.6712,0.00600,0.0330,1.0000381,62.4806,0.9597,0.187423,131.903,604.659,0
pretest-J1-a0p01-d+1-r02-move-to,1704,2555932360185920,0.083188,1,88,239.0617,179.5343,-0.4031,-0.3144,-0.04220,0.1060,0.9998735,62.4705,0.8763,0.187423,131.895,376.289,0
pretest-J1-a0p01-d+1-r02-move-to,1705,2555932367748500,0.090751,1,88,239.4468,178.5208,-0.0180,-1.3279,0.00919,0.0483,0.9999746,62.4767,0.9415,0.187423,131.916,458.334,0
pretest-J1-a0p01-d+1-r02-move-to,1706,2555932375311080,0.098314,1,88,239.5110,179.1149,0.0462,-0.7338,-0.08433,0.1155,1.0001185,62.4858,0.8658,0.187423,131.898,440.835,0
pretest-J1-a0p01-d+1-r02-move-to,1707,2555932382873660,0.105876,1,88,238.4998,179.5273,-0.9650,-0.3214,0.00460,0.0891,0.9999937,62.4779,0.8946,0.187423,131.893,637.511,0
pretest-J1-a0p01-d+1-r02-move-to,1708,2555932390436240,0.113439,1,88,239.4589,179.5023,-0.0059,-0.3464,-0.00104,0.0676,1.0000795,62.4833,0.9192,0.187423,131.907,567.396,0
pretest-J1-a0p01-d+1-r02-move-to,1709,2555932397998820,0.121001,1,88,239.4554,179.5123,-0.0094,-0.3364,-0.00627,0.0697,1.0000345,62.4805,0.9166,0.187423,131.891,537.288,0
pretest-J1-a0p01-d+1-r02-move-to,1710,2555932405561400,0.128564,1,88,238.5134,179.4643,-0.9514,-0.3844,0.00674,0.0863,0.9999344,62.4742,0.8979,0.187423,131.898,507.872,0
pretest-J1-a0p01-d+1-r02-move-to,1711,2555932413123980,0.136126,1,88,239.5164,179.4861,0.0516,-0.3626,-0.00401,0.0704,1.0000850,62.4836,0.9160,0.187423,131.901,595.938,0
pretest-J1-a0p01-d+1-r02-move-to,1712,2555932420686560,0.143689,1,88,239.5193,179.5419,0.0545,-0.3068,0.00534,0.0698,1.0000348,62.4805,0.9165,0.187423,131.904,459.345,0
pretest-J1-a0p01-d+1-r02-move-to,1713,2555932428249140,0.151252,1,88,239.5014,180.3870,0.0366,0.5383,0.05931,0.0769,1.0000406,62.4808,0.9084,0.187423,131.898,510.474,0
pretest-J1-a0p01-d+1-r02-move-to,1714,2555932435811720,0.158814,1,88,238.9064,178.5311,-0.5584,-1.3176,-0.02737,0.0907,1.0000267,62.4800,0.8929,0.187423,131.903,380.289,0
pretest-J1-a0p01-d+1-r02-move-to,1715,2555932443374300,0.166377,1,88,239.5317,180.4602,0.0669,0.6115,0.01061,0.0399,1.0000887,62.4838,0.9518,0.187423,131.895,394.049,0
pretest-J1-a0p01-d+1-r02-move-to,1716,2555932450936880,0.173939,1,88,239.5235,180.2535,0.0587,0.4048,-0.06769,0.1008,1.0001508,62.4878,0.8822,0.187423,131.903,377.576,0
pretest-J1-a0p01-d+1-r02-move-to,1717,2555932458499460,0.181502,1,88,239.8820,178.4865,0.4172,-1.3622,-0.01359,0.0829,1.0000241,62.4798,0.9016,0.187423,131.904,450.000,0
pretest-J1-a0p01-d+1-r02-move-to,1718,2555932466062040,0.189065,1,88,240.4903,179.5463,1.0255,-0.3024,0.01018,0.0911,1.0000311,62.4803,0.8924,0.187423,131.906,528.284,0
pretest-J1-a0p01-d+1-r02-move-to,1719,2555932473624620,0.196627,1,88,239.0037,180.4972,-0.4611,0.6485,-0.00726,0.0416,1.0000000,62.4783,0.9493,0.187423,131.912,508.695,0
pretest-J1-a0p01-d+1-r02-move-to,1720,2555932481187200,0.204190,1,88,240.2694,180.4783,0.8046,0.6296,0.06577,0.1256,1.0001837,62.4899,0.8553,0.187423,131.904,414.593,0
pretest-J1-a0p01-d+1-r02-move-to,1721,2555932488749780,0.211752,1,88,239.4779,179.4649,0.0131,-0.3838,0.00150,0.0686,1.0000238,62.4798,0.9178,0.187423,131.907,506.456,0
pretest-J1-a0p01-d+1-r02-move-to,1722,2555932496312360,0.219315,1,88,240.3871,179.0391,0.9224,-0.8096,-0.08655,0.1142,1.0000564,62.4819,0.8670,0.187423,131.905,369.633,0
pretest-J1-a0p01-d+1-r02-move-to,1723,2555932503874940,0.226877,1,88,240.4716,179.5397,1.0068,-0.3090,-0.00659,0.0890,1.0000541,62.4817,0.8948,0.187423,131.898,459.355,0
pretest-J1-a0p01-d+1-r02-move-to,1724,2555932511437520,0.234440,1,88,239.9926,179.4742,0.5278,-0.3745,0.00535,0.0726,1.0000438,62.4810,0.9133,0.187423,131.904,379.257,0
pretest-J1-a0p01-d+1-r02-move-to,1725,2555932519000100,0.242003,1,88,240.5183,179.4878,1.0535,-0.3609,0.00698,0.0895,1.0000250,62.4799,0.8942,0.187423,131.903,604.684,0
pretest-J1-a0p01-d+1-r02-move-to,1726,2555932526562680,0.249565,1,88,239.5408,179.5142,0.0760,-0.3345,-0.00423,0.0692,1.0000382,62.4807,0.9171,0.187423,131.906,504.350,0
pretest-J1-a0p01-d+1-r02-move-to,1727,2555932534125260,0.257128,1,88,240.4875,178.5407,1.0227,-1.3080,0.01023,0.0760,1.0000033,62.4785,0.9093,0.187423,131.898,550.216,0
pretest-J1-a0p01-d+1-r02-move-to,1728,2555932541687840,0.264690,1,88,239.4666,179.4752,0.0018,-0.3735,-0.00510,0.0680,1.0000550,62.4817,0.9187,0.187423,131.904,506.698,0
pretest-J1-a0p01-d+1-r02-move-to,1729,2555932549250420,0.272253,1,88,239.5193,180.4551,0.0545,0.6064,0.00592,0.0380,1.0000304,62.4802,0.9537,0.187423,131.911,422.091,0
pretest-J1-a0p01-d+1-r02-move-to,1730,2555932556813000,0.279815,1,88,239.4987,179.5435,0.0339,-0.3052,0.00153,0.0668,1.0000160,62.4793,0.9199,0.187423,131.910,537.078,0
pretest-J1-a0p01-d+1-r02-move-to,1731,2555932564375580,0.287378,1,88,239.5096,178.4659,0.0448,-1.3828,-0.00372,0.0470,0.9999581,62.4757,0.9430,0.187423,131.904,521.071,0
pretest-J1-a0p01-d+1-r02-move-to,1732,2555932571938160,0.294941,1,88,240.4020,179.5380,0.9372,-0.3107,-0.02243,0.1012,1.0001470,62.4875,0.8817,0.187423,131.896,380.091,0
pretest-J1-a0p01-d+1-r02-move-to,1733,2555932579500740,0.302503,1,88,240.4811,179.4708,1.0163,-0.3779,0.00610,0.0908,1.0000315,62.4803,0.8927,0.187423,131.904,567.749,0
pretest-J1-a0p01-d+1-r02-move-to,1734,2555932587063320,0.310066,1,88,239.5137,179.4996,0.0489,-0.3491,0.00103,0.0664,1.0000608,62.4821,0.9204,0.187423,131.896,658.641,0
pretest-J1-a0p01-d+1-r02-move-to,1735,2555932594625900,0.317628,1,88,240.4479,180.5136,0.9831,0.6649,-0.00493,0.0673,1.0000336,62.4804,0.9194,0.187423,131.908,484.786,0
pretest-J1-a0p01-d+1-r02-move-to,1736,2555932602188480,0.325191,1,88,240.4752,179.4811,1.0104,-0.3676,0.00120,0.0924,1.0000069,62.4788,0.8909,0.187423,131.901,577.855,0
pretest-J1-a0p01-d+1-r02-move-to,1737,2555932609751060,0.332754,1,88,240.4898,179.5422,1.0250,-0.3065,0.00368,0.0894,1.0000515,62.4815,0.8944,0.187423,131.896,541.753,0
pretest-J1-a0p01-d+1-r02-move-to,1738,2555932617313640,0.340316,1,88,239.5338,179.4866,0.0690,-0.3621,0.00517,0.0694,1.0000513,62.4815,0.9170,0.187423,131.900,481.708,0
pretest-J1-a0p01-d+1-r02-move-to,1739,2555932624876220,0.347879,1,88,239.5191,179.6224,0.0543,-0.2263,0.05291,0.0930,1.0001245,62.4861,0.8906,0.187423,131.904,394.962,0
pretest-J1-a0p01-d+1-r02-move-to,1740,2555932632438800,0.355441,1,88,240.5157,179.5361,1.0509,-0.3126,-0.00340,0.0934,1.0000450,62.4811,0.8899,0.187423,131.905,514.280,0
pretest-J1-a0p01-d+1-r02-move-to,1741,2555932640001380,0.363004,1,88,240.4458,179.4955,0.9810,-0.3532,0.01104,0.0954,1.0000678,62.4826,0.8877,0.187423,131.898,515.161,0
pretest-J1-a0p01-d+1-r02-move-to,1742,2555932647563960,0.370566,1,88,239.4971,179.4715,0.0323,-0.3772,0.00253,0.0702,1.0000464,62.4812,0.9161,0.187423,131.910,612.106,0
pretest-J1-a0p01-d+1-r02-move-to,1743,2555932655126540,0.378129,1,88,241.4572,180.4846,1.9924,0.6359,0.00058,0.0443,0.9999494,62.4751,0.9462,0.187423,131.908,520.700,0
pretest-J1-a0p01-d+1-r02-move-to,1744,2555932662689120,0.385692,1,88,239.4865,178.5345,0.0217,-1.3142,-0.00592,0.0461,0.9999990,62.4782,0.9440,0.187423,131.913,587.111,0
pretest-J1-a0p01-d+1-r02-move-to,1745,2555932670251700,0.393254,1,88,239.6294,179.5342,0.1646,-0.3145,-0.03675,0.0994,1.0000340,62.4805,0.8832,0.187423,131.897,382.346,0
pretest-J1-a0p01-d+1-r02-move-to,1746,2555932677814280,0.400817,1,88,240.4845,179.4658,1.0197,-0.3829,0.00123,0.0912,1.0000577,62.4819,0.8923,0.187423,131.898,539.573,0
pretest-J1-a0p01-d+1-r02-move-to,1747,2555932685376860,0.408379,1,88,238.5712,179.6983,-0.8936,-0.1504,-0.05378,0.1151,1.0000287,62.4802,0.8661,0.187423,131.901,370.760,0
pretest-J1-a0p01-d+1-r02-move-to,1748,2555932692939440,0.415942,1,88,239.5178,179.5383,0.0530,-0.3104,0.00216,0.0695,1.0000384,62.4807,0.9169,0.187423,131.899,480.222,0
pretest-J1-a0p01-d+1-r02-move-to,1749,2555932700502020,0.423504,1,88,240.4651,179.5094,1.0003,-0.3393,-0.00779,0.0918,1.0000440,62.4811,0.8917,0.187423,131.904,573.489,0
pretest-J1-a0p01-d+1-r02-move-to,1750,2555932708064600,0.431067,1,88,240.3095,180.4738,0.8447,0.6251,-0.05523,0.1177,1.0001491,62.4877,0.8636,0.187423,131.902,394.566,0
pretest-J1-a0p01-d+1-r02-move-to,1751,2555932715627180,0.438630,1,88,239.9194,179.5050,0.4546,-0.3437,0.04903,0.1152,1.0001012,62.4847,0.8661,0.187423,131.894,504.678,0
pretest-J1-a0p01-d+1-r02-move-to,1752,2555932723189760,0.446192,1,88,239.5200,179.4819,0.0552,-0.3668,-0.00869,0.0700,1.0000237,62.4798,0.9163,0.187423,131.896,572.877,0
pretest-J1-a0p01-d+1-r02-move-to,1753,2555932730752340,0.453755,1,88,240.4637,178.5293,0.9989,-1.3194,-0.00254,0.0742,1.0000087,62.4788,0.9114,0.187423,131.902,461.444,0
pretest-J1-a0p01-d+1-r02-move-to,1754,2555932738314920,0.461317,1,88,239.5215,179.5574,0.0567,-0.2913,0.01241,0.0747,1.0000378,62.4807,0.9109,0.187423,131.915,408.313,0
pretest-J1-a0p01-d+1-r02-move-to,1755,2555932745877500,0.468880,1,88,239.5172,179.9661,0.0524,0.1174,0.01006,0.0532,1.0000117,62.4790,0.9357,0.187423,131.899,394.899,0
pretest-J1-a0p01-d+1-r02-move-to,1756,2555932753440080,0.476443,1,88,239.9909,179.5220,0.5261,-0.3267,0.00398,0.0724,1.0000402,62.4808,0.9135,0.187423,131.899,427.419,0
pretest-J1-a0p01-d+1-r02-move-to,1757,2555932761002660,0.484005,1,88,240.4822,179.5397,1.0174,-0.3090,0.01045,0.0922,1.0000145,62.4792,0.8911,0.187423,131.900,513.241,0
pretest-J1-a0p01-d+1-r02-move-to,1758,2555932768565240,0.491568,1,88,239.5184,179.6056,0.0536,-0.2431,0.04209,0.0886,1.0000376,62.4807,0.8952,0.187423,131.900,403.469,0
pretest-J1-a0p01-d+1-r02-move-to,1759,2555932776127820,0.499130,1,88,239.5314,179.5181,0.0666,-0.3306,-0.00006,0.0681,1.0000446,62.4811,0.9185,0.187423,131.908,506.398,0
pretest-J1-a0p01-d+1-r02-move-to,1760,2555932783690400,0.506693,1,88,239.6474,179.6124,0.1826,-0.2363,0.11230,0.1103,1.0000127,62.4792,0.8712,0.187423,131.905,371.686,0
pretest-J1-a0p01-d+1-r02-move-to,1761,2555932791252980,0.514255,1,88,239.9532,180.4740,0.4884,0.6253,0.00590,0.0551,0.9999860,62.4774,0.9334,0.187423,131.895,404.155,0
pretest-J1-a0p01-d+1-r02-move-to,1762,2555932798815560,0.521818,1,88,239.4841,178.5522,0.0193,-1.2965,-0.00261,0.0505,0.9999707,62.4765,0.9389,0.187423,131.902,511.020,0
pretest-J1-a0p01-d+1-r02-move-to,1763,2555932806378140,0.529381,1,88,239.6074,179.0139,0.1426,-0.8348,0.01768,0.0779,1.0000903,62.4840,0.9075,0.187423,131.896,366.569,0
pretest-J1-a0p01-d+1-r02-move-to,1764,2555932813940720,0.536943,1,88,240.4419,179.5194,0.9771,-0.3293,0.00331,0.0918,1.0000161,62.4793,0.8916,0.187423,131.907,491.658,0
pretest-J1-a0p01-d+1-r02-move-to,1765,2555932821503300,0.544506,1,88,239.4844,179.4757,0.0197,-0.3730,-0.01139,0.0662,1.0000689,62.4826,0.9208,0.187423,131.910,585.732,0
pretest-J1-a0p01-d+1-r02-move-to,1766,2555932829065880,0.552068,1,88,240.4800,179.5337,1.0152,-0.3150,0.00827,0.0881,1.0000777,62.4832,0.8959,0.187423,131.893,549.136,0
pretest-J1-a0p01-d+1-r02-move-to,1767,2555932836628460,0.559631,1,88,240.4893,179.4708,1.0245,-0.3779,0.00470,0.0905,1.0000468,62.4812,0.8931,0.187423,131.909,580.955,0
pretest-J1-a0p01-d+1-r02-move-to,1768,2555932844191040,0.567194,1,88,240.4953,179.5431,1.0305,-0.3056,0.00621,0.0957,1.0000905,62.4840,0.8875,0.187423,131.912,557.921,0
pretest-J1-a0p01-d+1-r02-move-to,1769,2555932851753620,0.574756,1,88,239.2967,178.5256,-0.1681,-1.3231,0.03824,0.0960,0.9998519,62.4691,0.8874,0.187423,131.907,406.715,0
pretest-J1-a0p01-d+1-r02-move-to,1770,2555932859316200,0.582319,1,88,240.3921,179.6022,0.9273,-0.2464,0.01632,0.1032,1.0001727,62.4891,0.8796,0.187423,131.899,369.972,0
pretest-J1-a0p01-d+1-r02-move-to,1771,2555932866878780,0.589881,1,88,239.5393,179.4744,0.0745,-0.3743,0.00045,0.0713,1.0000362,62.4806,0.9147,0.187423,131.909,416.689,0
pretest-J1-a0p01-d+1-r02-move-to,1772,2555932874441360,0.597444,1,88,240.4585,179.4701,0.9937,-0.3786,-0.00068,0.0888,1.0000108,62.4790,0.8950,0.187423,131.918,429.036,0
pretest-J1-a0p01-d+1-r02-move-to,1773,2555932882003940,0.605006,1,88,240.4649,178.5439,1.0001,-1.3048,0.00483,0.0758,1.0000364,62.4806,0.9096,0.187423,131.904,423.816,0
pretest-J1-a0p01-d+1-r02-move-to,1774,2555932889566520,0.612569,1,88,239.4734,178.4666,0.0086,-1.3821,0.00613,0.0468,0.9999188,62.4732,0.9435,0.187423,131.901,512.024,0
pretest-J1-a0p01-d+1-r02-move-to,1775,2555932897129100,0.620132,1,88,239.5277,179.4893,0.0629,-0.3594,0.00393,0.0711,1.0000741,62.4829,0.9151,0.187423,131.892,550.531,0
pretest-J1-a0p01-d+1-r02-move-to,1776,2555932904691680,0.627694,1,88,240.4810,179.5463,1.0162,-0.3024,0.00522,0.0895,1.0000773,62.4832,0.8943,0.187423,131.902,481.953,0
pretest-J1-a0p01-d+1-r02-move-to,1777,2555932912254260,0.635257,1,88,240.3800,179.5308,0.9152,-0.3179,0.01553,0.0973,1.0001478,62.4876,0.8860,0.187423,131.896,382.285,0
pretest-J1-a0p01-d+1-r02-move-to,1778,2555932919816840,0.642819,1,88,239.5013,179.5624,0.0365,-0.2863,0.00507,0.0705,1.0000335,62.4804,0.9156,0.187423,131.897,514.030,0
pretest-J1-a0p01-d+1-r02-move-to,1779,2555932927379420,0.650382,1,88,239.5419,179.4818,0.0771,-0.3669,-0.00133,0.0726,1.0000130,62.4791,0.9133,0.187423,131.917,428.313,0
pretest-J1-a0p01-d+1-r02-move-to,1780,2555932934942000,0.657944,1,88,239.5323,179.4879,0.0675,-0.3608,0.00003,0.0679,1.0000102,62.4789,0.9186,0.187423,131.897,486.362,0
pretest-J1-a0p01-d+1-r02-move-to,1781,2555932942504580,0.665507,1,88,239.4662,178.5411,0.0014,-1.3076,-0.00315,0.0454,0.9999894,62.4776,0.9448,0.187423,131.909,451.053,0
pretest-J1-a0p01-d+1-r02-move-to,1782,2555932950067160,0.673070,1,88,240.4604,179.4870,0.9956,-0.3617,-0.00158,0.0916,1.0000845,62.4836,0.8920,0.187423,131.894,528.370,0
pretest-J1-a0p01-d+1-r02-move-to,1783,2555932957629740,0.680632,1,88,239.5280,179.5505,0.0632,-0.2982,-0.00005,0.0718,1.0000311,62.4802,0.9142,0.187423,131.899,395.084,0
pretest-J1-a0p01-d+1-r02-move-to,1784,2555932965192320,0.688195,1,88,240.4511,179.4904,0.9863,-0.3583,-0.00069,0.0886,1.0000370,62.4806,0.8952,0.187423,131.919,503.753,0
pretest-J1-a0p01-d+1-r02-move-to,1785,2555932972754900,0.695757,1,88,239.4766,179.9582,0.0118,0.1095,0.00761,0.0558,1.0001185,62.4857,0.9333,0.187423,131.896,435.864,0
pretest-J1-a0p01-d+1-r02-move-to,1786,2555932980317480,0.703320,1,88,239.4556,179.5123,-0.0092,-0.3364,0.00350,0.0702,1.0000379,62.4807,0.9161,0.187423,131.903,532.920,0
pretest-J1-a0p01-d+1-r02-move-to,1787,2555932987880060,0.710883,1,88,239.5126,179.4718,0.0478,-0.3769,-0.00081,0.0687,1.0000124,62.4791,0.9178,0.187423,131.886,551.417,0
pretest-J1-a0p01-d+1-r02-move-to,1788,2555932995442640,0.718445,1,88,239.9841,180.4815,0.5193,0.6328,-0.00156,0.0429,1.0000321,62.4803,0.9479,0.187423,131.898,425.899,0
pretest-J1-a0p01-d+1-r02-move-to,1789,2555933003005220,0.726008,1,88,239.5163,180.4622,0.0515,0.6135,0.00293,0.0323,1.0000419,62.4809,0.9606,0.187423,131.906,480.352,0
pretest-J1-a0p01-d+1-r02-move-to,1790,2555933010567800,0.733570,1,88,240.4516,179.9930,0.9868,0.1443,-0.00305,0.0711,1.0000706,62.4827,0.9151,0.187423,131.901,369.445,0
pretest-J1-a0p01-d+1-r02-move-to,1791,2555933018130380,0.741133,1,88,239.5097,179.4384,0.0449,-0.4103,-0.00794,0.0669,1.0000221,62.4797,0.9198,0.187423,131.904,476.168,0
pretest-J1-a0p01-d+1-r02-move-to,1792,2555933025692960,0.748695,1,88,240.4716,180.5261,1.0068,0.6774,0.01015,0.0716,1.0000112,62.4790,0.9144,0.187423,131.907,510.280,0
pretest-J1-a0p01-d+1-r02-move-to,1793,2555933033255540,0.756258,1,88,240.4478,179.0643,0.9830,-0.7844,-0.03053,0.0911,1.0000003,62.4783,0.8924,0.187423,131.898,370.802,0
pretest-J1-a0p01-d+1-r02-move-to,1794,2555933040818120,0.763821,1,88,239.5414,179.5303,0.0766,-0.3184,-0.00267,0.0713,1.0000741,62.4829,0.9150,0.187423,131.904,425.111,0
pretest-J1-a0p01-d+1-r02-move-to,1795,2555933048380700,0.771383,1,88,239.5292,179.4631,0.0644,-0.3856,0.00775,0.0716,1.0000714,62.4828,0.9146,0.187423,131.905,388.911,0
pretest-J1-a0p01-d+1-r02-move-to,1796,2555933055943280,0.778946,1,88,239.4810,179.4185,0.0162,-0.4301,-0.04270,0.0929,1.0000247,62.4799,0.8904,0.187423,131.908,481.925,0
pretest-J1-a0p01-d+1-r02-move-to,1797,2555933063505860,0.786508,1,88,240.4562,180.4905,0.9914,0.6418,0.00048,0.0723,1.0000746,62.4830,0.9137,0.187423,131.903,525.648,0
pretest-J1-a0p01-d+1-r02-move-to,1798,2555933071068440,0.794071,1,88,240.4838,179.4850,1.0190,-0.3637,0.01488,0.0933,1.0000463,62.4812,0.8900,0.187423,131.908,626.528,0
pretest-J1-a0p01-d+1-r02-move-to,1799,2555933078631020,0.801634,1,88,239.4451,180.4757,-0.0197,0.6270,0.00833,0.0358,1.0000285,62.4801,0.9563,0.187423,131.905,435.637,0
pretest-J1-a0p01-d+1-r02-move-to,1800,2555933086193600,0.809196,1,88,239.2747,179.4679,-0.1901,-0.3808,-0.05015,0.1228,1.0000492,62.4815,0.8578,0.187423,131.915,375.374,0
pretest-J1-a0p01-d+1-r02-move-to,1801,2555933093756180,0.816759,1,88,239.8063,180.5087,0.3415,0.6600,-0.08975,0.1422,0.9999497,62.4753,0.8372,0.187423,131.906,490.084,0
pretest-J1-a0p01-d+1-r02-move-to,1802,2555933101318760,0.824321,1,88,240.5230,179.5512,1.0582,-0.2975,0.00696,0.0920,1.0000841,62.4836,0.8915,0.187423,131.911,409.386,0
pretest-J1-a0p01-d+1-r02-move-to,1803,2555933108881340,0.831884,1,88,239.5013,179.4669,0.0365,-0.3818,0.00779,0.0703,1.0000690,62.4826,0.9160,0.187423,131.898,556.344,0
pretest-J1-a0p01-d+1-r02-move-to,1804,2555933116443920,0.839446,1,88,239.4594,180.4575,-0.0054,0.6088,0.00653,0.0360,1.0000451,62.4811,0.9561,0.187423,131.903,397.069,0
pretest-J1-a0p01-d+1-r02-move-to,1805,2555933124006500,0.847009,1,88,240.4707,179.0073,1.0059,-0.8414,0.00609,0.0775,1.0000019,62.4784,0.9076,0.187423,131.907,393.904,0
pretest-J1-a0p01-d+1-r02-move-to,1806,2555933131569080,0.854572,1,88,239.5176,180.5450,0.0528,0.6963,0.00053,0.0345,0.9999999,62.4783,0.9577,0.187423,131.899,428.317,0
pretest-J1-a0p01-d+1-r02-move-to,1807,2555933139131660,0.862134,1,88,239.5431,179.5325,0.0783,-0.3162,-0.00017,0.0693,1.0000327,62.4803,0.9171,0.187423,131.888,396.642,0
pretest-J1-a0p01-d+1-r02-move-to,1808,2555933146694240,0.869697,1,88,240.5149,180.4096,1.0501,0.5609,0.02009,0.0763,1.0001112,62.4853,0.9094,0.187423,131.908,430.264,0
pretest-J1-a0p01-d+1-r02-move-to,1809,2555933154256820,0.877259,1,88,239.4658,179.4879,0.0010,-0.3608,0.00505,0.0706,1.0000718,62.4828,0.9157,0.187423,131.900,567.907,0
pretest-J1-a0p01-d+1-r02-move-to,1810,2555933161819400,0.884822,1,88,239.5023,179.9955,0.0375,0.1468,-0.01697,0.0519,1.0000402,62.4808,0.9372,0.187423,131.897,489.651,0
pretest-J1-a0p01-d+1-r02-move-to,1811,2555933169381980,0.892384,1,88,240.4655,178.9860,1.0007,-0.8627,-0.00359,0.0772,0.9999876,62.4775,0.9080,0.187423,131.899,377.742,0
pretest-J1-a0p01-d+1-r02-move-to,1812,2555933176944560,0.899947,1,88,239.4873,178.4998,0.0225,-1.3489,0.00263,0.0446,1.0000066,62.4787,0.9458,0.187423,131.911,672.879,0
pretest-J1-a0p01-d+1-r02-move-to,1813,2555933184507140,0.907510,1,88,239.4542,179.4643,-0.0106,-0.3844,-0.00219,0.0723,1.0000416,62.4809,0.9137,0.187423,131.904,391.569,0
pretest-J1-a0p01-d+1-r02-move-to,1814,2555933192069720,0.915072,1,88,240.0178,178.5232,0.5530,-1.3255,0.02003,0.0661,1.0000639,62.4823,0.9209,0.187423,131.897,415.865,0
pretest-J1-a0p01-d+1-r02-move-to,1815,2555933199632300,0.922635,1,88,240.4739,179.4819,1.0091,-0.3668,0.01019,0.0895,1.0000450,62.4811,0.8942,0.187423,131.898,591.092,0
pretest-J1-a0p01-d+1-r02-move-to,1816,2555933207194880,0.930197,1,88,239.4645,179.4619,-0.0003,-0.3868,0.00153,0.0701,1.0000188,62.4795,0.9161,0.187423,131.901,439.843,0
pretest-J1-a0p01-d+1-r02-move-to,1817,2555933214757460,0.937760,1,88,240.4698,178.6728,1.0051,-1.1759,-0.09066,0.1199,0.9999730,62.4767,0.8608,0.187423,131.907,406.819,0
pretest-J1-a0p01-d+1-r02-move-to,1818,2555933222320040,0.945323,1,88,239.5174,178.6750,0.0526,-1.1737,0.06244,0.0860,1.0000404,62.4808,0.8981,0.187423,131.899,409.203,0
pretest-J1-a0p01-d+1-r02-move-to,1819,2555933229882620,0.952885,1,88,239.4738,179.4668,0.0090,-0.3819,-0.00805,0.0704,1.0000486,62.4813,0.9158,0.187423,131.900,483.044,0
pretest-J1-a0p01-d+1-r02-move-to,1820,2555933237445200,0.960448,1,88,239.4809,179.5361,0.0161,-0.3126,-0.00483,0.0669,1.0000592,62.4820,0.9200,0.187423,131.899,514.424,0
pretest-J1-a0p01-d+1-r02-move-to,1821,2555933245007780,0.968010,1,88,237.9688,180.4978,-1.4960,0.6491,0.02054,0.0544,1.0000705,62.4827,0.9344,0.187423,131.899,508.947,0
pretest-J1-a0p01-d+1-r02-move-to,1822,2555933252570360,0.975573,1,88,239.5395,179.5237,0.0747,-0.3250,0.00054,0.0739,1.0000358,62.4805,0.9118,0.187423,131.893,461.970,0
